Commodity code,Documents,
101210000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
101291000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
101299000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
101300000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
101900000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102211000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102213000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102219000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102290500,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102291000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102292100,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102292900,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102294100,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102294900,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102295100,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102295900,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102296100,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102296900,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102299100,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102299900,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102310000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
102391000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102399000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
102902000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
102909100,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
102909900,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
103100000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
103911000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
103919000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
103921100,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
103921900,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
103929000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
104101000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
104103000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
104108000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
104201000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
104209000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
105111100,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Marketing standards for eggs for hatching and farmyard poultry chicks | Voluntary - Products from organic production
105111900,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Marketing standards for eggs for hatching and farmyard poultry chicks | Voluntary - Products from organic production
105119100,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Marketing standards for eggs for hatching and farmyard poultry chicks | Voluntary - Products from organic production
105119900,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Marketing standards for eggs for hatching and farmyard poultry chicks | Voluntary - Products from organic production
105120000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Marketing standards for eggs for hatching and farmyard poultry chicks | Voluntary - Products from organic production
105130000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Marketing standards for eggs for hatching and farmyard poultry chicks | Voluntary - Products from organic production
105140000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Marketing standards for eggs for hatching and farmyard poultry chicks | Voluntary - Products from organic production
105150000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Marketing standards for eggs for hatching and farmyard poultry chicks | Voluntary - Products from organic production
105940000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
105991000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
105992000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
105993000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
105995000,Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of live animals | Voluntary - Products from organic production
106110000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106120000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106130000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106141000,Health control of live animals | Voluntary - Products from organic production
106149000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106190000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106200000,Control of pesticide residues in plant and animal products intended for human consumption | Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106310000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106320000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106330000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106391000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106398000,Health control of live animals | CITES - Endangered Species Protection | Voluntary - Products from organic production
106410000,Health control of live animals | Plant health control | Voluntary - Products from organic production
106490000,Health control of live animals | Plant health control | CITES - Endangered Species Protection | Voluntary - Products from organic production
106900000,Health control of live animals | Plant health control | CITES - Endangered Species Protection | Voluntary - Products from organic production
201100000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
201202000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
201203000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
201205000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
201209000,"Control of contaminants in foodstuffs | Control of pesticide residues in plant and animal products intended for human consumption | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Traceability, compliance and responsibility in food and feed | Labelling of foodstuffs | CITES - Endangered Species Protection | Voluntary - Products from organic production"
