Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
100000000,27623,80,0,,-1,,LIVE ANIMALS,0
101000000,27624,80,0,100000000,27623,80,"Live horses, asses, mules and hinnies",0
101210000,93797,10,0,101000000,27624,80,Horses,1
101210000,93796,80,1,101210000,93797,10,Pure-bred breeding animals,2
101290000,93798,80,0,101210000,93797,10,Other,2
101291000,93799,80,1,101290000,93798,80,For slaughter,3
101299000,93800,80,1,101290000,93798,80,Other,3
101300000,93801,80,1,101000000,27624,80,Asses,1
101900000,72763,80,1,101000000,27624,80,Other,1
102000000,27633,80,0,100000000,27623,80,Live bovine animals,0
102210000,94053,10,0,102000000,27633,80,Cattle,1
102210000,94047,80,0,102210000,94053,10,Pure-bred breeding animals,2
102211000,94048,80,1,102210000,94047,80,Heifers (female bovines that have never calved),3
102213000,94049,80,1,102210000,94047,80,Cows,3
102219000,94050,80,1,102210000,94047,80,Other,3
102290000,94056,80,0,102210000,94053,10,Other,2
102290500,96756,80,1,102290000,94056,80,Of the sub-genus Bibos or of the sub-genus Poephagus,3
102291000,96757,10,0,102290000,94056,80,Other,3
102291000,94057,80,0,102291000,96757,10,Of a weight not exceeding 80 kg,4
102291010,94058,80,1,102291000,94057,80,"Young male bovine animals, intended for fattening",5
102291020,94059,80,1,102291000,94057,80,"Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed, other than for slaughter",5
102291030,94060,80,1,102291000,94057,80,"Heifers of the Schwyz and Fribourg breeds, other than for slaughter",5
102291040,94061,80,1,102291000,94057,80,"Heifers of the spotted Simmental breed, other than for slaughter",5
102291050,94062,80,1,102291000,94057,80,"Bulls of the Schwyz, Fribourg and spotted Simmental breeds, other than for slaughter",5
102291090,94063,80,1,102291000,94057,80,Other,5
102292100,94064,10,0,102291000,96757,10,Of a weight exceeding 80 kg but not exceeding 160 kg,4
102292100,94065,80,1,102292100,94064,10,For slaughter,5
102292900,94066,80,0,102292100,94064,10,Other,5
102292910,94067,80,1,102292900,94066,80,"Young male bovine animals, intended for fattening",6
102292920,94068,80,1,102292900,94066,80,"Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed",6
102292930,94069,80,1,102292900,94066,80,Heifers of the Schwyz and Fribourg breeds,6
102292940,94070,80,1,102292900,94066,80,Heifers of the spotted Simmental breed,6
102292950,94071,80,1,102292900,94066,80,"Bulls of the Schwyz, Fribourg and spotted Simmental breeds",6
102292990,94072,80,1,102292900,94066,80,Other,6
102294100,94073,10,0,102291000,96757,10,Of a weight exceeding 160 kg but not exceeding 300 kg,4
102294100,94074,80,1,102294100,94073,10,For slaughter,5
102294900,94075,80,0,102294100,94073,10,Other,5
102294910,94076,80,1,102294900,94075,80,"Young male bovine animals, intended for fattening",6
102294920,94077,80,1,102294900,94075,80,"Heifers and cows of the grey, brown or yellow mountain breeds and spotted Pinzgau breed",6
102294930,94078,80,1,102294900,94075,80,Heifers and cows of the Schwyz and Fribourg breeds,6
102294940,94079,80,1,102294900,94075,80,Heifers and cows of the spotted Simmental breed,6
102294950,94080,80,1,102294900,94075,80,"Bulls of the Schwyz, Fribourg and spotted Simmental breeds",6
102294990,94081,80,1,102294900,94075,80,Other,6
102295100,94082,10,0,102291000,96757,10,Of a weight exceeding 300 kg,4
102295100,94083,20,0,102295100,94082,10,Heifers (female bovines that have never calved),5
102295100,94084,80,0,102295100,94083,20,For slaughter,6
102295110,94085,80,1,102295100,94084,80,"Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg",7
102295190,94086,80,1,102295100,94084,80,Other,7
102295900,94087,80,0,102295100,94083,20,Other,6
102295911,94088,10,0,102295900,94087,80,"Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed",7
102295911,94089,80,1,102295911,94088,10,"Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg",8
102295919,94090,80,1,102295911,94088,10,Other,8
102295921,94091,10,0,102295900,94087,80,Of the Schwyz and Fribourg breeds,7
102295921,94092,80,1,102295921,94091,10,"Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg",8
102295929,94093,80,1,102295921,94091,10,Other,8
102295931,94094,10,0,102295900,94087,80,Of the spotted Simmental breed,7
102295931,94095,80,1,102295931,94094,10,"Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg",8
102295939,94096,80,1,102295931,94094,10,Other,8
102295991,94097,10,0,102295900,94087,80,Other,7
102295991,94098,80,1,102295991,94097,10,"Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg",8
102295999,94099,80,1,102295991,94097,10,Other,8
102296100,94100,10,0,102295100,94082,10,Cows,5
102296100,94101,80,1,102296100,94100,10,For slaughter,6
102296900,94102,80,0,102296100,94100,10,Other,6
102296910,94103,80,1,102296900,94102,80,"Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed",7
102296920,94104,80,1,102296900,94102,80,Of the Schwyz and Fribourg breeds,7
102296930,94105,80,1,102296900,94102,80,Of the spotted Simmental breed,7
102296990,94106,80,1,102296900,94102,80,Other,7
102299100,94118,10,0,102295100,94082,10,Other,5
102299100,94119,80,0,102299100,94118,10,For slaughter,6
102299110,94120,80,1,102299100,94119,80,"Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg",7
102299190,94121,80,1,102299100,94119,80,Other,7
102299900,94122,80,0,102299100,94118,10,Other,6
102299921,94123,10,0,102299900,94122,80,"Bulls of the Schwyz, Fribourg and spotted Simmental breeds",7
102299921,94124,80,1,102299921,94123,10,"Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg",8
102299929,94125,80,1,102299921,94123,10,Other,8
102299991,94126,10,0,102299900,94122,80,Other,7
102299991,94127,80,1,102299991,94126,10,"Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg",8
102299999,94128,80,1,102299991,94126,10,Other,8
102310000,94054,10,0,102000000,27633,80,Buffalo,1
102310000,94051,80,1,102310000,94054,10,Pure-bred breeding animals,2
102390000,94055,80,0,102310000,94054,10,Other,2
102391000,94129,80,0,102390000,94055,80,Domestic species,3
102391010,96165,80,1,102391000,94129,80,Of a weight exceeding 160 kg,4
102391090,96167,80,1,102391000,94129,80,Other,4
102399000,94130,80,1,102390000,94055,80,Other,3
102900000,27638,80,0,102000000,27633,80,Other,1
102902000,94052,80,1,102900000,27638,80,Pure-bred breeding animals,2
102909100,94131,10,0,102900000,27638,80,Other,2
102909100,94132,80,0,102909100,94131,10,Domestic species,3
102909110,96168,80,1,102909100,94132,80,Of a weight exceeding 160 kg,4
102909190,96166,80,1,102909100,94132,80,Other,4
102909900,94133,80,1,102909100,94131,10,Other,3
103000000,27762,80,0,100000000,27623,80,Live swine,0
103100000,27763,80,1,103000000,27762,80,Pure-bred breeding animals,1
103910000,27764,10,0,103000000,27762,80,Other,1
103910000,27765,80,0,103910000,27764,10,Weighing less than 50 kg,2
103911000,27766,80,1,103910000,27765,80,Domestic species,3
103919000,27767,80,1,103910000,27765,80,Other,3
103920000,27768,80,0,103910000,27764,10,Weighing 50 kg or more,2
103921100,27769,10,0,103920000,27768,80,Domestic species,3
103921100,27770,80,1,103921100,27769,10,"Sows having farrowed at least once, of a weight of not less than 160 kg",4
103921900,27771,80,1,103921100,27769,10,Other,4
103929000,27772,80,1,103920000,27768,80,Other,3
104000000,27773,80,0,100000000,27623,80,Live sheep and goats,0
104100000,27774,80,0,104000000,27773,80,Sheep,1
104101000,27775,80,1,104100000,27774,80,Pure-bred breeding animals,2
104103000,27776,10,0,104100000,27774,80,Other,2
104103000,27777,80,1,104103000,27776,10,Lambs (up to a year old),3
104108000,27778,80,1,104103000,27776,10,Other,3
104200000,27780,80,0,104000000,27773,80,Goats,1
104201000,27781,80,1,104200000,27780,80,Pure-bred breeding animals,2
104209000,27782,80,1,104200000,27780,80,Other,2
105000000,27783,80,0,100000000,27623,80,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",0
105110000,27784,10,0,105000000,27783,80,Weighing not more than 185 g,1
105110000,27785,80,0,105110000,27784,10,Fowls of the species Gallus domesticus,2
105111100,27786,10,0,105110000,27785,80,Grandparent and parent female chicks,3
105111100,27787,80,1,105111100,27786,10,Laying stocks,4
105111900,27788,80,1,105111100,27786,10,Other,4
105119100,27789,10,0,105110000,27785,80,Other,3
105119100,27790,80,1,105119100,27789,10,Laying stocks,4
105119900,27791,80,1,105119100,27789,10,Other,4
105120000,59201,80,1,105110000,27784,10,Turkeys,2
105130000,94185,80,1,105110000,27784,10,Ducks,2
105140000,94186,80,1,105110000,27784,10,Geese,2
105150000,94187,80,1,105110000,27784,10,Guinea fowls,2
105940000,85304,10,0,105000000,27783,80,Other,1
105940000,85305,80,1,105940000,85304,10,Fowls of the species Gallus domesticus,2
105990000,27797,80,0,105940000,85304,10,Other,2
105991000,27798,80,1,105990000,27797,80,Ducks,3
105992000,27799,80,1,105990000,27797,80,Geese,3
105993000,27800,80,1,105990000,27797,80,Turkeys,3
105995000,27801,80,1,105990000,27797,80,Guinea fowls,3
106000000,27802,80,0,100000000,27623,80,Other live animals,0
106110000,72769,10,0,106000000,27802,80,Mammals,1
106110000,72770,80,1,106110000,72769,10,Primates,2
106120000,72771,80,1,106110000,72769,10,"Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)",2
106130000,94188,80,1,106110000,72769,10,Camels and other camelids (Camelidae),2
106140000,94189,80,0,106110000,72769,10,Rabbits and hares,2
106141000,94190,80,1,106140000,94189,80,Domestic rabbits,3
106149000,94191,80,1,106140000,94189,80,Other,3
106190000,72772,80,1,106110000,72769,10,Other,2
106200000,72775,80,1,106000000,27802,80,Reptiles (including snakes and turtles),1
106310000,72776,10,0,106000000,27802,80,Birds,1
106310000,72777,80,1,106310000,72776,10,Birds of prey,2
106320000,72778,80,1,106310000,72776,10,"Psittaciformes (including parrots, parakeets, macaws and cockatoos)",2
106330000,94192,80,1,106310000,72776,10,Ostriches; emus (Dromaius novaehollandiae),2
106390000,72779,80,0,106310000,72776,10,Other,2
106391000,72780,80,1,106390000,72779,80,Pigeons,3
106398000,94193,80,1,106390000,72779,80,Other,3
106410000,94194,10,0,106000000,27802,80,Insects,1
106410000,94195,80,1,106410000,94194,10,Bees,2
106490000,94196,80,1,106410000,94194,10,Other,2
106900000,72782,80,1,106000000,27802,80,Other,1
200000000,27809,80,0,,-1,,MEAT AND EDIBLE MEAT OFFAL,0
201000000,27810,80,0,200000000,27809,80,"Meat of bovine animals, fresh or chilled",0
201100000,27811,80,0,201000000,27810,80,Carcases and half-carcases,1
201100021,104276,10,0,201100000,27811,80,High quality beef and veal,2
201100021,104254,80,1,201100021,104276,10,Of bison,3
201100029,104255,80,1,201100021,104276,10,Other,3
201100092,104272,10,0,201100000,27811,80,Other,2
201100092,104271,20,0,201100092,104272,10,"Carcases of a weight of 180 kg or more but not exceeding 300 kg and half-carcases, of a weight of 90 kg or more but not exceeding 150 kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour",3
201100092,104260,80,1,201100092,104271,20,Of bison,4
201100094,104262,80,1,201100092,104271,20,Other,4
201100097,104275,10,0,201100092,104272,10,Other,3
201100097,104273,80,1,201100097,104275,10,Of bison,4
201100098,104274,80,1,201100097,104275,10,Other,4
201200000,27824,80,0,201000000,27810,80,Other cuts with bone in,1
201202000,27835,80,0,201200000,27824,80,'Compensated' quarters,2
201202021,104282,10,0,201202000,27835,80,High quality beef and veal,3
201202021,104280,80,1,201202021,104282,10,Of bison,4
201202029,104281,80,1,201202021,104282,10,Other,4
201202092,104287,10,0,201202000,27835,80,Other,3
201202092,104288,20,0,201202092,104287,10,"'Compensated' quarters, of a weight of 90 kg or more but not exceeding 150 kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour",4
201202092,104289,80,1,201202092,104288,20,Of bison,5
201202094,104290,80,1,201202092,104288,20,Other,5
201202097,104294,10,0,201202092,104287,10,Other,4
201202097,104296,80,1,201202097,104294,10,Of bison,5
201202098,104297,80,1,201202097,104294,10,Other,5
201203000,27849,80,0,201200000,27824,80,Unseparated or separated forequarters,2
201203021,104301,10,0,201203000,27849,80,High quality beef and veal,3
201203021,104303,80,1,201203021,104301,10,Of bison,4
201203029,104304,80,1,201203021,104301,10,Other,4
201203092,104362,10,0,201203000,27849,80,Other,3
201203092,104363,20,0,201203092,104362,10,"Separated forequarters of a weight of 45 kg or more but not exceeding 75 kg, with a low degree of ossification of the cartilages (in particular those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour",4
201203092,104364,80,1,201203092,104363,20,Of bison,5
201203094,104365,80,1,201203092,104363,20,Other,5
201203097,104366,10,0,201203092,104362,10,Other,4
201203097,104368,80,1,201203097,104366,10,Of bison,5
201203098,104367,80,1,201203097,104366,10,Other,5
201205000,27863,80,0,201200000,27824,80,Unseparated or separated hindquarters,2
201205021,104434,10,0,201205000,27863,80,High quality beef and veal,3
201205021,104435,80,1,201205021,104434,10,Of bison,4
201205029,104436,80,1,201205021,104434,10,Other,4
201205092,104437,10,0,201205000,27863,80,Other,3
201205092,104438,20,0,201205092,104437,10,"Separated hindquarters of a weight of 45 kg or more but not exceeding 75 kg (38 kg or more but not exceeding 68 kg in the case of 'Pistola' cuts), with a low degree of ossification of the cartilages (more especially those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour",4
201205092,104439,80,1,201205092,104438,20,Of bison,5
201205094,104440,80,1,201205092,104438,20,Other,5
201205097,104441,10,0,201205092,104437,10,Other,4
201205097,104442,80,1,201205097,104441,10,Of bison,5
201205098,104443,80,1,201205097,104441,10,Other,5
201209000,27879,80,0,201200000,27824,80,Other,2
201209011,104445,10,0,201209000,27879,80,High quality beef and veal,3
201209011,104446,80,1,201209011,104445,10,Of bison,4
201209015,104448,80,1,201209011,104445,10,Other,4
201209091,104449,10,0,201209000,27879,80,Other,3
201209091,104447,80,1,201209091,104449,10,Of bison,4
201209099,104451,80,1,201209091,104449,10,Other,4
201300000,27882,80,0,201000000,27810,80,Boneless,1
201300031,104452,10,0,201300000,27882,80,High quality,2
201300031,104453,80,1,201300031,104452,10,Of bison,3
201300039,104455,80,1,201300031,104452,10,Other,3
201300041,104456,10,0,201300000,27882,80,Other,2
201300041,104459,20,0,201300041,104456,10,Buffalo meat,3
201300041,104454,80,1,201300041,104459,20,Of bison,4
201300049,104457,80,1,201300041,104459,20,Other,4
201300090,27884,80,1,201300041,104456,10,Other,3
202000000,27885,80,0,200000000,27809,80,"Meat of bovine animals, frozen",0
202100000,27886,80,0,202000000,27885,80,Carcases and half-carcases,1
202100011,104293,10,0,202100000,27886,80,High quality beef and veal,2
202100011,104291,80,1,202100011,104293,10,Of bison,3
202100015,104292,80,1,202100011,104293,10,Other,3
202100091,104322,10,0,202100000,27886,80,Other,2
202100091,104323,80,1,202100091,104322,10,Of bison,3
202100099,104321,80,1,202100091,104322,10,Other,3
202200000,27889,80,0,202000000,27885,80,Other cuts with bone in,1
202201000,27890,80,0,202200000,27889,80,'Compensated' quarters,2
202201011,104324,10,0,202201000,27890,80,High quality beef and veal,3
202201011,104325,80,1,202201011,104324,10,Of bison,4
202201015,104327,80,1,202201011,104324,10,Other,4
202201091,104329,10,0,202201000,27890,80,Other,3
202201091,104326,80,1,202201091,104329,10,Of bison,4
202201099,104328,80,1,202201091,104329,10,Other,4
202203000,27893,80,0,202200000,27889,80,Unseparated or separated forequarters,2
202203011,104331,10,0,202203000,27893,80,High quality beef and veal,3
202203011,104334,80,1,202203011,104331,10,Of bison,4
202203015,104339,80,1,202203011,104331,10,Other,4
202203081,104340,10,0,202203000,27893,80,Other,3
202203081,104345,20,0,202203081,104340,10,Intended for processing,4
202203081,104346,30,0,202203081,104345,20,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",5
202203081,104335,80,1,202203081,104346,30,Of bison,6
202203082,104341,80,1,202203081,104346,30,Other,6
202203083,104347,10,0,202203081,104345,20,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",5
202203083,104336,80,1,202203083,104347,10,Of bison,6
202203084,104342,80,1,202203083,104347,10,Other,6
202203085,104349,10,0,202203081,104345,20,Other,5
202203085,104337,80,1,202203085,104349,10,Of bison,6
202203086,104343,80,1,202203085,104349,10,Other,6
202203087,104348,10,0,202203081,104340,10,Other,4
202203087,104338,80,1,202203087,104348,10,Of bison,5
202203088,104344,80,1,202203087,104348,10,Other,5
202205000,27898,80,0,202200000,27889,80,Unseparated or separated hindquarters,2
202205011,104356,10,0,202205000,27898,80,High quality beef and veal,3
202205011,104357,80,1,202205011,104356,10,Of bison,4
202205015,104358,80,1,202205011,104356,10,Other,4
202205091,104359,10,0,202205000,27898,80,Other,3
202205091,104360,80,1,202205091,104359,10,Of bison,4
202205099,104361,80,1,202205091,104359,10,Other,4
202209000,27901,80,0,202200000,27889,80,Other,2
202209011,104333,10,0,202209000,27901,80,High quality beef and veal,3
202209011,104369,80,1,202209011,104333,10,Of bison,4
202209015,104371,80,1,202209011,104333,10,Other,4
202209091,104373,10,0,202209000,27901,80,Other,3
202209091,104370,80,1,202209091,104373,10,Of bison,4
202209099,104372,80,1,202209091,104373,10,Other,4
202300000,27904,80,0,202000000,27885,80,Boneless,1
202301000,27905,80,0,202300000,27904,80,"Forequarters, whole or cut into a maximum of five pieces, each quarter being in a single block; 'compensated' quarters in two blocks, one of which contains the forequarter, whole or cut into a maximum of five pieces, and the other, the hindquarter, excluding the tenderloin, in one piece",2
202301011,104375,10,0,202301000,27905,80,High quality beef and veal,3
202301011,104376,80,1,202301011,104375,10,Of bison,4
202301015,104379,80,1,202301011,104375,10,Other,4
202301081,104382,10,0,202301000,27905,80,Other,3
202301081,104383,20,0,202301081,104382,10,Intended for processing,4
202301081,104384,30,0,202301081,104383,20,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",5
202301081,104387,80,1,202301081,104384,30,Of bison,6
202301082,104390,80,1,202301081,104384,30,Other,6
202301083,104385,10,0,202301081,104383,20,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",5
202301083,104388,80,1,202301083,104385,10,Of bison,6
202301084,104391,80,1,202301083,104385,10,Other,6
202301085,104408,10,0,202301081,104383,20,Other,5
202301085,104409,80,1,202301085,104408,10,Of bison,6
202301086,104410,80,1,202301085,104408,10,Other,6
202301087,104386,10,0,202301081,104382,10,Other,4
202301087,104389,80,1,202301087,104386,10,Of bison,5
202301088,104392,80,1,202301087,104386,10,Other,5
202305000,27910,80,0,202300000,27904,80,"Crop, chuck-and-blade and brisket cuts",2
202305011,104393,10,0,202305000,27910,80,High quality beef and veal,3
202305011,104394,80,1,202305011,104393,10,Of bison,4
202305015,104395,80,1,202305011,104393,10,Other,4
202305081,104396,10,0,202305000,27910,80,Other,3
202305081,104397,20,0,202305081,104396,10,Intended for processing,4
202305081,104398,30,0,202305081,104397,20,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",5
202305081,104399,80,1,202305081,104398,30,Of bison,6
202305082,104402,80,1,202305081,104398,30,Other,6
202305083,104405,10,0,202305081,104397,20,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",5
202305083,104400,80,1,202305083,104405,10,Of bison,6
202305084,104403,80,1,202305083,104405,10,Other,6
202305085,104411,10,0,202305081,104397,20,Other,5
202305085,104412,80,1,202305085,104411,10,Of bison,6
202305086,104413,80,1,202305085,104411,10,Other,6
202305087,104406,10,0,202305081,104396,10,Other,4
202305087,104401,80,1,202305087,104406,10,Of bison,5
202305088,104404,80,1,202305087,104406,10,Other,5
202309000,27915,80,0,202300000,27904,80,Other,2
202309011,104419,10,0,202309000,27915,80,High quality,3
202309011,104414,80,1,202309011,104419,10,Of bison,4
202309015,104421,80,1,202309011,104419,10,Other,4
202309041,104422,10,0,202309000,27915,80,Other,3
202309041,104429,20,0,202309041,104422,10,Buffalo meat,4
202309041,104428,30,0,202309041,104429,20,Intended for processing,5
202309041,104430,40,0,202309041,104428,30,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",6
202309041,104415,80,1,202309041,104430,40,Of bison,7
202309042,104423,80,1,202309041,104430,40,Other,7
202309043,104431,10,0,202309041,104428,30,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",6
202309043,104416,80,1,202309043,104431,10,Of bison,7
202309044,104424,80,1,202309043,104431,10,Other,7
202309045,104425,10,0,202309041,104428,30,Other,6
202309045,104417,80,1,202309045,104425,10,Of bison,7
202309046,104426,80,1,202309045,104425,10,Other,7
202309047,104432,10,0,202309041,104429,20,Other,5
202309047,104418,80,1,202309047,104432,10,Of bison,6
202309048,104427,80,1,202309047,104432,10,Other,6
202309070,63714,10,0,202309041,104422,10,Other,4
202309070,63715,20,0,202309070,63714,10,Intended for processing,5
202309070,63722,80,1,202309070,63715,20,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",6
202309075,63726,80,1,202309070,63715,20,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",6
202309080,63716,80,1,202309070,63715,20,Other,6
202309090,63717,80,1,202309070,63714,10,Other,5
203000000,27921,80,0,200000000,27809,80,"Meat of swine, fresh, chilled or frozen",0
203110000,27922,10,0,203000000,27921,80,Fresh or chilled,1
203110000,27923,80,0,203110000,27922,10,Carcases and half-carcases,2
203111000,27924,80,1,203110000,27923,80,Of domestic swine,3
203119000,27925,80,1,203110000,27923,80,Other,3
203120000,27926,80,0,203110000,27922,10,"Hams, shoulders and cuts thereof, with bone in",2
203121100,27927,10,0,203120000,27926,80,Of domestic swine,3
203121100,27928,80,1,203121100,27927,10,Hams and cuts thereof,4
203121900,27929,80,1,203121100,27927,10,Shoulders and cuts thereof,4
203129000,27930,80,1,203120000,27926,80,Other,3
203190000,27931,80,0,203110000,27922,10,Other,2
203191100,27932,10,0,203190000,27931,80,Of domestic swine,3
203191100,27933,80,1,203191100,27932,10,Fore-ends and cuts thereof,4
203191300,27934,80,1,203191100,27932,10,"Loins and cuts thereof, with bone in",4
203191500,27935,80,1,203191100,27932,10,Bellies (streaky) and cuts thereof,4
203195500,27938,10,0,203191100,27932,10,Other,4
203195500,27939,80,0,203195500,27938,10,Boneless,5
203195510,27940,80,1,203195500,27939,80,"Tenderloin, presented separately",6
203195515,85024,10,0,203195500,27939,80,"Loins and cuts thereof, excluding tenderloin presented separately",6
203195515,85025,80,1,203195515,85024,10,Loins,7
203195525,85026,80,1,203195515,85024,10,Cuts,7
203195530,59043,80,1,203195500,27939,80,Hams,6
203195590,27941,80,1,203195500,27939,80,Other,6
203195900,27942,80,1,203195500,27938,10,Other,5
203199000,27943,80,1,203190000,27931,80,Other,3
203210000,27944,10,0,203000000,27921,80,Frozen,1
203210000,27945,80,0,203210000,27944,10,Carcases and half-carcases,2
203211000,27946,80,1,203210000,27945,80,Of domestic swine,3
203219000,27947,80,1,203210000,27945,80,Other,3
203220000,27948,80,0,203210000,27944,10,"Hams, shoulders and cuts thereof, with bone in",2
203221100,27949,10,0,203220000,27948,80,Of domestic swine,3
203221100,27950,80,1,203221100,27949,10,Hams and cuts thereof,4
203221900,27951,80,1,203221100,27949,10,Shoulders and cuts thereof,4
203229000,27952,80,1,203220000,27948,80,Other,3
203290000,27953,80,0,203210000,27944,10,Other,2
203291100,27954,10,0,203290000,27953,80,Of domestic swine,3
203291100,27955,80,1,203291100,27954,10,Fore-ends and cuts thereof,4
203291300,27956,80,1,203291100,27954,10,"Loins and cuts thereof, with bone in",4
203291500,27957,80,1,203291100,27954,10,Bellies (streaky) and cuts thereof,4
203295500,27960,10,0,203291100,27954,10,Other,4
203295500,27961,80,0,203295500,27960,10,Boneless,5
203295520,85034,10,0,203295500,27961,80,"Loins and cuts thereof, excluding tenderloin presented separately",6
203295520,85035,80,1,203295520,85034,10,Loins,7
203295530,85036,80,1,203295520,85034,10,Cuts,7
203295591,27964,10,0,203295500,27961,80,Other,6
203295591,27965,80,1,203295591,27964,10,"Tenderloin, presented separately",7
203295592,59044,80,1,203295591,27964,10,Hams,7
203295599,27966,80,1,203295591,27964,10,Other,7
203295900,27967,80,1,203295500,27960,10,Other,5
203299000,27968,80,1,203290000,27953,80,Other,3
204000000,27969,80,0,200000000,27809,80,"Meat of sheep or goats, fresh, chilled or frozen",0
204100000,27970,80,0,204000000,27969,80,"Carcases and half-carcases of lamb, fresh or chilled",1
204100010,27971,80,1,204100000,27970,80,Of domestic lamb,2
204100090,27972,80,1,204100000,27970,80,Other,2
204210000,27973,10,0,204000000,27969,80,"Other meat of sheep, fresh or chilled",1
204210000,27974,80,0,204210000,27973,10,Carcases and half-carcases,2
204210010,27975,80,1,204210000,27974,80,Of domestic sheep,3
204210090,27976,80,1,204210000,27974,80,Other,3
204220000,27977,80,0,204210000,27973,10,Other cuts with bone in,2
204221000,27978,80,0,204220000,27977,80,Short forequarters,3
204221010,27979,80,1,204221000,27978,80,Of domestic sheep,4
204221090,27980,80,1,204221000,27978,80,Other,4
204223000,27981,80,0,204220000,27977,80,Chines and/or best ends,3
204223010,27982,80,1,204223000,27981,80,Of domestic sheep,4
204223090,27983,80,1,204223000,27981,80,Other,4
204225000,27984,80,0,204220000,27977,80,Legs,3
204225010,27985,80,1,204225000,27984,80,Of domestic sheep,4
204225090,27986,80,1,204225000,27984,80,Other,4
